t,torque_offset_nm,gen_tq_meas_nm,gen_speed_rpm,rot_speed_rpm
46.83,-743986.7903014623,10403980.0,0.5932677,0.5932677
46.84,-755818.5803618483,10391940.0,0.5933106,0.5933106
46.85,-767486.9895568119,10380070.0,0.5933533,0.5933533
46.86,-778989.4955948435,10368370.0,0.5933958,0.5933958
46.87,-790323.6120467393,10356850.0,0.5934381,0.5934381
46.88,-801486.8888830894,10345510.0,0.5934802,0.5934802
46.89,-812476.913003864,10334340.0,0.5935221,0.5935221
46.9,-823291.3087600723,10323360.0,0.5935638,0.5935638
46.91,-833927.7384672709,10312570.0,0.5936052,0.5936052
46.92,-844383.9029108967,10301960.0,0.5936463,0.5936463
46.93,-854657.5418432559,10291550.0,0.5936872,0.5936872
46.94,-864746.4344721378,10281320.0,0.5937279,0.5937279
46.95,-874648.3999408553,10271300.0,0.5937682,0.5937682
46.96,-884361.297799654,10261460.0,0.5938083,0.5938083
46.97,-893883.0284684288,10251830.0,0.5938481,0.5938481
46.98,-903211.5336905591,10242400.0,0.5938876,0.5938876
46.99,-912344.7969778394,10233170.0,0.5939267,0.5939267
47.0,-921280.8440463538,10224140.0,0.5939656,0.5939656
47.01,-930017.7432432716,10215320.0,0.5940041,0.5940041
47.02,-938553.6059643924,10206720.0,0.5940423,0.5940423
47.03,-946886.5870623658,10198320.0,0.5940801,0.5940801
47.04,-955014.885245592,10190130.0,0.5941176,0.5941176
47.05,-962936.7434675782,10182160.0,0.5941547,0.5941547
47.06,-970650.4493067418,10174410.0,0.5941914,0.5941914
47.07,-978154.3353365611,10166870.0,0.5942279,0.5942279
47.08,-985446.7794860525,10159550.0,0.5942638,0.5942638
47.09,-992526.2053903786,10152460.0,0.5942994,0.5942994
47.1,-999391.082731595,10145580.0,0.5943345,0.5943345
47.11,-1006039.9275694716,10138940.0,0.5943694,0.5943694
47.12,-1012471.3026622522,10132510.0,0.5944037,0.5944037
47.13,-1018683.8177773419,10126320.0,0.5944376,0.5944376
47.14,-1024676.1299918136,10120350.0,0.5944711,0.5944711
47.15,-1030446.9439827169,10114610.0,0.5945041,0.5945041
47.16,-1035995.0123070698,10109100.0,0.5945367,0.5945367
47.17,-1041319.1356715156,10103830.0,0.5945688,0.5945688
47.18,-1046418.163191557,10098790.0,0.5946006,0.5946006
47.19,-1051290.992640352,10093980.0,0.5946317,0.5946317
47.2,-1055936.570686967,10089410.0,0.5946625,0.5946625
47.21,-1060353.8931240642,10085080.0,0.5946927,0.5946927
47.22,-1064542.005084986,10080980.0,0.5947224,0.5947224
47.23,-1068500.0012501574,10077120.0,0.5947517,0.5947517
47.24,-1072227.026042784,10073500.0,0.5947804,0.5947804
47.25,-1075722.2738137932,10070120.0,0.5948087,0.5948087
47.26,-1078984.9890159953,10066980.0,0.5948364,0.5948364
47.27,-1082014.4663674016,10064080.0,0.5948636,0.5948636
47.28,-1084810.0510036724,10061430.0,0.5948903,0.5948903
47.29,-1087371.13861969,10059020.0,0.5949164,0.5949164
47.3,-1089697.1756001825,10056850.0,0.594942,0.594942
47.31,-1091787.6591393913,10054920.0,0.594967,0.594967
47.32,-1093642.1373497583,10053240.0,0.5949915,0.5949915
47.33,-1095260.2093596177,10051810.0,0.5950155,0.5950155
47.34,-1096641.5253998425,10050620.0,0.5950388,0.5950388
47.35,-1097785.7868794526,10049670.0,0.5950616,0.5950616
47.36,-1098692.7464501618,10048970.0,0.5950838,0.5950838
47.37,-1099362.2080598443,10048510.0,0.5951054,0.5951054
47.38,-1099794.0269949138,10048300.0,0.5951265,0.5951265
47.39,-1099988.1099116064,10048340.0,0.595147,0.595147
47.4,-1099944.414856157,10048620.0,0.5951668,0.5951668
47.41,-1099662.9512738695,10049150.0,0.5951861,0.5951861
47.42,-1099143.780007074,10049920.0,0.5952047,0.5952047
47.43,-1098387.0132819756,10050940.0,0.5952228,0.5952228
47.44,-1097392.8146843945,10052200.0,0.5952402,0.5952402
47.45,-1096161.3991244042,10053710.0,0.595257,0.595257
47.46,-1094693.032789879,10055470.0,0.5952733,0.5952733
47.47,-1092988.0330889479,10057460.0,0.5952888,0.5952888
47.48,-1091046.7685813871,10059700.0,0.5953038,0.5953038
47.49,-1088869.6588989482,10062190.0,0.5953181,0.5953181
47.5,-1086457.1746546521,10064920.0,0.5953317,0.5953317
47.51,-1083809.837341054,10067890.0,0.5953448,0.5953448
47.52,-1080928.219217517,10071100.0,0.5953572,0.5953572
47.53,-1077812.9431865194,10074550.0,0.5953689,0.5953689
47.54,-1074464.6826589915,10078250.0,0.5953801,0.5953801
47.55,-1070884.161408752,10082180.0,0.5953905,0.5953905
47.56,-1067072.1534160576,10086350.0,0.5954003,0.5954003
47.57,-1063029.4827003044,10090760.0,0.5954095,0.5954095
47.58,-1058757.023141885,10095410.0,0.5954179,0.5954179
47.59,-1054255.6982932978,10100290.0,0.5954258,0.5954258
47.6,-1049526.4811795144,10105410.0,0.5954329,0.5954329
47.61,-1044570.3940876329,10110760.0,0.5954394,0.5954394
47.62,-1039388.5083459045,10116340.0,0.5954452,0.5954452
47.63,-1033981.9440921469,10122160.0,0.5954504,0.5954504
47.64,-1028351.8700316204,10128200.0,0.5954549,0.5954549
47.65,-1022499.50318438,10134470.0,0.5954587,0.5954587
47.66,-1016426.1086222104,10140970.0,0.5954618,0.5954618
47.67,-1010132.9991951565,10147700.0,0.5954643,0.5954643
47.68,-1003621.535247745,10154650.0,0.5954661,0.5954661
47.69,-996893.1243249084,10161830.0,0.5954671,0.5954671
47.7,-989949.2208677327,10169230.0,0.5954675,0.5954675
47.71,-982791.32589907,10176840.0,0.5954672,0.5954672
47.72,-975420.9866990515,10184680.0,0.5954661,0.5954661
47.73,-967839.7964706338,10192730.0,0.5954644,0.5954644
47.74,-960049.3939951987,10201000.0,0.595462,0.595462
47.75,-952051.4632783224,10209480.0,0.5954589,0.5954589
47.76,-943847.7331857319,10218170.0,0.5954551,0.5954551
47.77,-935439.9770695926,10227070.0,0.5954506,0.5954506
47.78,-926830.0123852056,10236180.0,0.5954454,0.5954454
47.79,-918019.7002980751,10245490.0,0.5954396,0.5954396
47.8,-909010.9452816474,10255010.0,0.595433,0.595433
47.81,-899805.6947055985,10264730.0,0.5954257,0.5954257
47.82,-890405.9384149233,10274650.0,0.5954178,0.5954178
47.83,-880813.7082997526,10284770.0,0.5954092,0.5954092
47.84,-871031.0778561396,10295080.0,0.5953999,0.5953999
47.85,-861060.1617379013,10305580.0,0.5953898,0.5953898
47.86,-850903.1152994302,10316280.0,0.5953792,0.5953792
47.87,-840562.1341298269,10327160.0,0.5953678,0.5953678
47.88,-830039.4535782784,10338230.0,0.5953559,0.5953559
47.89,-819337.3482708754,10349490.0,0.5953432,0.5953432
47.9,-808458.131618889,10360920.0,0.5953298,0.5953298
47.91,-797404.155318716,10372540.0,0.5953158,0.5953158
47.92,-786177.8088435142,10384320.0,0.5953011,0.5953011
47.93,-774781.5189267067,10396290.0,0.5952857,0.5952857
47.94,-763217.7490373765,10408420.0,0.5952697,0.5952697
47.95,-751488.9988477685,10420730.0,0.5952531,0.5952531
47.96,-739597.8036929684,10433200.0,0.5952357,0.5952357
47.97,-727546.7340228185,10445830.0,0.5952178,0.5952178
47.98,-715338.3948463026,10458620.0,0.5951991,0.5951991
47.99,-702975.4251684241,10471570.0,0.5951799,0.5951799
48.0,-690460.4974197727,10484680.0,0.5951599,0.5951599
48.01,-677796.3168788038,10497940.0,0.5951393,0.5951393
48.02,-664985.6210870661,10511340.0,0.5951182,0.5951182
48.03,-652031.1792574937,10524900.0,0.5950963,0.5950963
48.04,-638935.791675702,10538600.0,0.5950738,0.5950738
48.05,-625702.2890947531,10552430.0,0.5950508,0.5950508
48.06,-612333.5321231983,10566410.0,0.595027,0.595027
48.07,-598832.4106067757,10580520.0,0.5950027,0.5950027
48.08,-585201.8430036578,10594760.0,0.5949777,0.5949777
48.09,-571444.7757535971,10609130.0,0.5949521,0.5949521
48.1,-557564.1826410923,10623620.0,0.5949259,0.5949259
48.11,-543563.0641524561,10638240.0,0.5948991,0.5948991
48.12,-529444.4468272773,10652980.0,0.5948717,0.5948717
48.13,-515211.38260417146,10667830.0,0.5948437,0.5948437
48.14,-500866.94816108915,10682790.0,0.5948151,0.5948151
48.15,-486414.2442502068,10697870.0,0.5947859,0.5947859
48.16,-471856.3950276828,10713050.0,0.5947561,0.5947561
48.17,-457196.54737831344,10728330.0,0.5947257,0.5947257
48.18,-442437.8702353173,10743710.0,0.5946947,0.5946947
48.19,-427583.55389528326,10759190.0,0.5946631,0.5946631
48.2,-412636.8093285635,10774760.0,0.594631,0.594631
48.21,-397600.86748519953,10790420.0,0.5945982,0.5945982
48.22,-382478.97859646246,10806170.0,0.594565,0.594565
48.23,-367274.41147229896,10822000.0,0.5945311,0.5945311
48.24,-351990.45279471716,10837910.0,0.5944967,0.5944967
48.25,-336630.4064073533,10853890.0,0.5944617,0.5944617
48.26,-321197.592601255,10869950.0,0.5944262,0.5944262
48.27,-305695.3473971681,10886070.0,0.5943901,0.5943901
48.28,-290127.0218244685,10902260.0,0.5943535,0.5943535
48.29,-274495.9811966701,10918520.0,0.5943163,0.5943163
48.3,-258805.6043840694,10934830.0,0.5942786,0.5942786
48.31,-243059.283083295,10951200.0,0.5942404,0.5942404
48.32,-227260.42108421278,10967620.0,0.5942016,0.5942016
48.33,-211412.433534065,10984080.0,0.5941623,0.5941623
48.34,-195518.74619925255,11000590.0,0.5941225,0.5941225
48.35,-179582.7947248997,11017140.0,0.5940822,0.5940822
48.36,-163608.0238920679,11033730.0,0.5940413,0.5940413
48.37,-147597.8868731868,11050350.0,0.594,0.594
48.38,-131555.84448557906,11067000.0,0.5939582,0.5939582
48.39,-115485.36444338688,11083680.0,0.5939159,0.5939159
48.4,-99389.92060793005,11100380.0,0.5938731,0.5938731
48.41,-83272.99223681277,11117100.0,0.5938298,0.5938298
48.42,-67138.06323181734,11133830.0,0.593786,0.593786
48.43,-50988.62138584086,11150580.0,0.5937418,0.5937418
48.44,-34828.157628912624,11167340.0,0.5936971,0.5936971
48.45,-18660.16527360372,11184100.0,0.5936519,0.5936519
48.46,-2488.139259921591,11200860.0,0.5936063,0.5936063
48.47,13684.424600217513,11217610.0,0.5935603,0.5935603
48.48,29854.030378626416,11234360.0,0.5935138,0.5935138
48.49,46017.18278655692,11251110.0,0.5934669,0.5934669
48.5,62170.3879302246,11267830.0,0.5934196,0.5934196
48.51,78310.15406611018,11284540.0,0.5933719,0.5933719
48.52,94432.99235572579,11301230.0,0.5933239,0.5933239
48.53,110535.41761975332,11317900.0,0.5932754,0.5932754
48.54,126613.94909146198,11334540.0,0.5932266,0.5932266
48.55,142665.111169094,11351140.0,0.5931774,0.5931774
48.56,158685.4341671882,11367710.0,0.5931279,0.5931279
48.57,174671.45506653225,11384240.0,0.5930781,0.5930781
48.58,190619.71826286655,11400730.0,0.5930279,0.5930279
48.59,206526.7763137693,11417180.0,0.5929775,0.5929775
48.6,222389.19068385474,11433570.0,0.5929267,0.5929267
48.61,238203.5324881455,11449910.0,0.5928757,0.5928757
48.62,253966.38323320568,11466200.0,0.5928244,0.5928244
48.63,269674.3355561573,11482420.0,0.5927729,0.5927729
48.64,285323.9939611237,11498580.0,0.5927212,0.5927212
48.65,300911.97555333533,11514670.0,0.5926693,0.5926693
48.66,316434.91077032214,11530690.0,0.5926172,0.5926172
48.67,331889.4441103143,11546640.0,0.5925649,0.5925649
48.68,347272.2348575522,11562510.0,0.5925125,0.5925125
48.69,362579.9578044734,11578300.0,0.5924599,0.5924599
48.7,377809.3039704812,11594000.0,0.5924073,0.5924073
48.71,392956.9813172053,11609620.0,0.5923545,0.5923545
48.72,408019.715460167,11625140.0,0.5923017,0.5923017
48.73,422994.2503765536,11640580.0,0.5922488,0.5922488
48.74,437877.34910906875,11655910.0,0.5921959,0.5921959
48.75,452665.7944656177,11671140.0,0.592143,0.592143
48.76,467356.38971479173,11686260.0,0.5920901,0.5920901
48.77,481945.9592768653,11701280.0,0.5920371,0.5920371
48.78,496431.3494102214,11716190.0,0.5919843,0.5919843
48.79,510809.4288931199,11730980.0,0.5919315,0.5919315
48.8,525077.0897005267,11745660.0,0.5918788,0.5918788
48.81,539231.2476759781,11760210.0,0.5918262,0.5918262
48.82,553268.843198204,11774640.0,0.5917737,0.5917737
48.83,567186.8418426163,11788940.0,0.5917214,0.5917214
48.84,580982.2350371614,11803110.0,0.5916692,0.5916692
48.85,594652.040712653,11817150.0,0.5916172,0.5916172
48.86,608193.3039474613,11831050.0,0.5915654,0.5915654
48.87,621603.0976062017,11844820.0,0.5915138,0.5915138
48.88,634878.5229725279,11858440.0,0.5914623,0.5914623
48.89,648016.7103756411,11871910.0,0.5914112,0.5914112
48.9,661014.819810712,11885240.0,0.5913603,0.5913603
48.91,673870.0415527306,11898420.0,0.5913097,0.5913097
48.92,686579.5967638866,11911440.0,0.5912593,0.5912593
48.93,699140.7380942306,11924300.0,0.5912092,0.5912092
48.94,711550.7502755887,11937010.0,0.5911595,0.5911595
48.95,723806.9507084873,11949550.0,0.5911101,0.5911101
48.96,735906.6900420182,11961930.0,0.5910611,0.5910611
48.97,747847.3527465684,11974140.0,0.5910124,0.5910124
48.98,759626.3576791795,11986180.0,0.590964,0.590964
48.99,771241.1586415109,11998040.0,0.590916,0.590916
49.0,782689.2449302125,12009730.0,0.5908685,0.5908685
49.01,793968.1418796844,12021240.0,0.5908213,0.5908213
49.02,805075.4113969919,12032580.0,0.5907745,0.5907745
49.03,816008.652488879,12043720.0,0.5907282,0.5907282
49.04,826765.5017808089,12054690.0,0.5906822,0.5906822
49.05,837343.6340278191,12065460.0,0.5906367,0.5906367
49.06,847740.7626171716,12076050.0,0.5905917,0.5905917
49.07,857954.6400625915,12086440.0,0.5905471,0.5905471
49.08,867983.0584901731,12096640.0,0.590503,0.590503
49.09,877823.8501155816,12106640.0,0.5904595,0.5904595
49.1,887474.8877126441,12116440.0,0.5904163,0.5904163
49.11,896934.0850732297,12126040.0,0.5903736,0.5903736
49.12,906199.3974581719,12135440.0,0.5903315,0.5903315
49.13,915268.8220393028,12144630.0,0.5902899,0.5902899
49.14,924140.3983323314,12153620.0,0.5902488,0.5902488
49.15,932812.2086207009,12162390.0,0.5902082,0.5902082
49.16,941282.3783700897,12170950.0,0.5901681,0.5901681
49.17,949549.0766336318,12179300.0,0.5901285,0.5901285
49.18,957610.5164476862,12187440.0,0.5900896,0.5900896
49.19,965464.9552181377,12195360.0,0.5900511,0.5900511
49.2,973110.6950970711,12203060.0,0.5900132,0.5900132
49.21,980546.0833497744,12210540.0,0.5899759,0.5899759
49.22,987769.5127120226,12217800.0,0.5899391,0.5899391
49.23,994779.4217374966,12224840.0,0.5899029,0.5899029
49.24,1001574.2951353178,12231650.0,0.5898674,0.5898674
49.25,1008152.6640975871,12238240.0,0.5898323,0.5898323
49.26,1014513.1066169081,12244600.0,0.5897979,0.5897979
49.27,1020654.2477937639,12250720.0,0.5897641,0.5897641
49.28,1026574.7601337124,12256620.0,0.5897309,0.5897309
49.29,1032273.3638343613,12262290.0,0.5896983,0.5896983
49.3,1037748.8270620023,12267730.0,0.5896662,0.5896662
49.31,1042999.9662178966,12272930.0,0.5896349,0.5896349
49.32,1048025.6461941148,12277900.0,0.5896041,0.5896041
49.33,1052824.7806189228,12282620.0,0.589574,0.589574
49.34,1057396.33209161,12287120.0,0.5895445,0.5895445
49.35,1061739.3124067236,12291370.0,0.5895156,0.5895156
49.36,1065852.7827677072,12295390.0,0.5894874,0.5894874
49.37,1069735.8539898254,12299170.0,0.5894599,0.5894599
49.38,1073387.6866923692,12302700.0,0.589433,0.589433
49.39,1076807.4914800948,12306000.0,0.5894067,0.5894067
49.4,1079994.5291138813,12309050.0,0.5893811,0.5893811
49.41,1082948.1106705116,12311860.0,0.5893562,0.5893562
49.42,1085667.597691605,12314420.0,0.5893319,0.5893319
49.43,1088152.402321611,12316750.0,0.5893084,0.5893084
49.44,1090401.9874349022,12318820.0,0.5892854,0.5892854
49.45,1092415.8667518725,12320660.0,0.5892632,0.5892632
49.46,1094193.60494405,12322250.0,0.5892417,0.5892417
49.47,1095734.8177282077,12323590.0,0.5892208,0.5892208
49.48,1097039.1719494255,12324690.0,0.5892007,0.5892007
49.49,1098106.3856531095,12325540.0,0.5891812,0.5891812
49.5,1098936.2281459372,12326140.0,0.5891624,0.5891624
49.51,1099528.5200457291,12326500.0,0.5891443,0.5891443
49.52,1099883.1333202228,12326610.0,0.589127,0.589127
49.53,1099999.991314748,12326480.0,0.5891104,0.5891104
49.54,1099879.0687687986,12326100.0,0.5890944,0.5890944
49.55,1099520.3918214908,12325470.0,0.5890792,0.5890792
49.56,1098924.0380059148,12324600.0,0.5890647,0.5890647
49.57,1098090.1362323742,12323480.0,0.5890509,0.5890509
49.58,1097018.8667605203,12322110.0,0.5890378,0.5890378
49.59,1095710.461160384,12320500.0,0.5890254,0.5890254
49.6,1094165.202262325,12318650.0,0.5890138,0.5890138
49.61,1092383.4240958882,12316550.0,0.589003,0.589003
49.62,1090365.5118175973,12314210.0,0.5889928,0.5889928
49.63,1088111.9016277024,12311620.0,0.5889834,0.5889834
49.64,1085623.080675892,12308790.0,0.5889747,0.5889747
49.65,1082899.5869559785,12305720.0,0.5889668,0.5889668
49.66,1079942.0091896127,12302400.0,0.5889597,0.5889597
49.67,1076750.9866990112,12298850.0,0.5889533,0.5889533
49.68,1073327.20926878,12295050.0,0.5889477,0.5889477
49.69,1069671.416996784,12291020.0,0.5889428,0.5889428
49.7,1065784.4001341749,12286750.0,0.5889386,0.5889386
49.71,1061666.9989145724,12282240.0,0.5889353,0.5889353
49.72,1057320.103372425,12277490.0,0.5889326,0.5889326
49.73,1052744.6531506232,12272510.0,0.5889308,0.5889308
49.74,1047941.6372973784,12267290.0,0.5889297,0.5889297
49.75,1042912.0940524356,12261840.0,0.5889294,0.5889294
49.76,1037657.1106226295,12256160.0,0.5889298,0.5889298
49.77,1032177.8229468758,12250240.0,0.5889309,0.5889309
49.78,1026475.4154506298,12244100.0,0.5889329,0.5889329
49.79,1020551.1207898407,12237730.0,0.5889356,0.5889356
49.8,1014406.2195845066,12231130.0,0.588939,0.588939
49.81,1008042.0401418435,12224310.0,0.5889431,0.5889431
49.82,1001459.9581691662,12217260.0,0.5889481,0.5889481
49.83,994661.3964764911,12209990.0,0.5889538,0.5889538
49.84,987647.8246689809,12202500.0,0.5889602,0.5889602
49.85,980420.7588292928,12194790.0,0.5889674,0.5889674
49.86,972981.7611898194,12186860.0,0.5889753,0.5889753
49.87,965332.439795002,12178720.0,0.588984,0.588984
49.88,957474.4481537361,12170360.0,0.5889934,0.5889934
49.89,949409.484881959,12161800.0,0.5890036,0.5890036
49.9,941139.2933354278,12153020.0,0.5890145,0.5890145
49.91,932665.6612329021,12144030.0,0.589026,0.589026
49.92,923990.4202696717,12134840.0,0.5890384,0.5890384
49.93,915115.4457216676,12125440.0,0.5890515,0.5890515
49.94,906042.6560400284,12115840.0,0.5890653,0.5890653
49.95,896774.0124364325,12106040.0,0.5890799,0.5890799
49.96,887311.518459164,12096040.0,0.5890951,0.5890951
49.97,877657.2195599912,12085840.0,0.589111,0.589111
49.98,867813.2026520309,12075460.0,0.5891277,0.5891277
49.99,857781.5956586226,12064880.0,0.5891451,0.5891451
50.0,847564.5670533688,12054110.0,0.5891632,0.5891632
50.01,837164.325391358,12043150.0,0.589182,0.589182
50.02,826583.1188317698,12032010.0,0.5892015,0.5892015
50.03,815823.2346519182,12020690.0,0.5892216,0.5892216
50.04,804886.9987527948,12009180.0,0.5892425,0.5892425
50.05,793776.7751563116,11997510.0,0.5892639,0.5892639
50.06,782494.9654942744,11985650.0,0.5892861,0.5892861
50.07,771044.0084892579,11973630.0,0.5893089,0.5893089
50.08,759426.3794274085,11961430.0,0.5893324,0.5893324
50.09,747644.5896233867,11949070.0,0.5893565,0.5893565
50.1,735701.1858775573,11936540.0,0.5893813,0.5893813
50.11,723598.7499253701,11923860.0,0.5894067,0.5894067
50.12,711339.8978793622,11911010.0,0.5894328,0.5894328
50.13,698927.2796636017,11898010.0,0.5894595,0.5894595
50.14,686363.5784409228,11884860.0,0.5894868,0.5894868
50.15,673651.5100328568,11871550.0,0.5895147,0.5895147
50.16,660793.822332592,11858100.0,0.5895433,0.5895433
50.17,647793.2947109898,11844510.0,0.5895724,0.5895724
50.18,634652.7374158103,11830770.0,0.5896022,0.5896022
50.19,621374.9909641689,11816900.0,0.5896325,0.5896325
50.2,607962.9255285613,11802890.0,0.5896634,0.5896634
50.21,594419.440316449,11788740.0,0.5896949,0.5896949
50.22,580747.4629435157,11774470.0,0.5897269,0.5897269
50.23,566949.9488008474,11760080.0,0.5897595,0.5897595
50.24,553029.8804160701,11745550.0,0.5897926,0.5897926
50.25,538990.2668086609,11730910.0,0.5898263,0.5898263
50.26,524834.1428394659,11716160.0,0.5898605,0.5898605
50.27,510564.5685546918,11701290.0,0.5898952,0.5898952
50.28,496184.6285244547,11686310.0,0.5899304,0.5899304
50.29,481697.4311759654,11671220.0,0.5899661,0.5899661
50.3,467106.10812162637,11656030.0,0.5900023,0.5900023
50.31,452413.8134820754,11640740.0,0.590039,0.590039
50.32,437623.72320440656,11625350.0,0.5900761,0.5900761
50.33,422739.03437560156,11609870.0,0.5901138,0.5901138
50.34,407762.9645314481,11594290.0,0.5901518,0.5901518
50.35,392698.7509610823,11578630.0,0.5901903,0.5901903
50.36,377549.6500070868,11562890.0,0.5902292,0.5902292
50.37,362318.93636168813,11547070.0,0.5902686,0.5902686
50.38,347009.9023588267,11531170.0,0.5903082,0.5903082
50.39,331625.8572625396,11515200.0,0.5903484,0.5903484
50.4,316170.1265515346,11499150.0,0.5903889,0.5903889
50.41,300646.05120037025,11483040.0,0.5904298,0.5904298
50.42,285056.9869572722,11466870.0,0.590471,0.590471
50.43,269406.30361877097,11450640.0,0.5905126,0.5905126
50.44,253697.38430119006,11434350.0,0.5905546,0.5905546
50.45,237933.62470939022,11418010.0,0.5905969,0.5905969
50.46,222118.43240275496,11401630.0,0.5906394,0.5906394
50.47,206255.22605855323,11385190.0,0.5906823,0.5906823
50.48,190347.43473297398,11368720.0,0.5907255,0.5907255
50.49,174398.49711987234,11352200.0,0.590769,0.590769
50.5,158411.86080747787,11335660.0,0.5908127,0.5908127
50.51,142390.9815331035,11319080.0,0.5908567,0.5908567
50.52,126339.32243616227,11302470.0,0.590901,0.590901
50.53,110260.35330958398,11285840.0,0.5909454,0.5909454
50.54,94157.54984972396,11269200.0,0.5909901,0.5909901
50.55,78034.39290507317,11252530.0,0.591035,0.591035
50.56,61894.36772380812,11235850.0,0.5910801,0.5910801
50.57,45740.96320043639,11219160.0,0.5911254,0.5911254
50.58,29577.67112157601,11202470.0,0.5911709,0.5911709
50.59,13407.98541117199,11185780.0,0.5912165,0.5912165
50.6,-2764.5986247021497,11169080.0,0.5912623,0.5912623
50.61,-18936.585053529227,11152390.0,0.5913082,0.5913082
50.62,-35104.47807193419,11135720.0,0.5913543,0.5913543
50.63,-51264.7827614139,11119050.0,0.5914004,0.5914004
50.64,-67414.00584374293,11102400.0,0.5914467,0.5914467
50.65,-83548.65643618081,11085760.0,0.5914931,0.5914931
50.66,-99665.24680604451,11069160.0,0.5915395,0.5915395
50.67,-115760.29312461535,11052580.0,0.591586,0.591586
50.68,-131830.31622018697,11036020.0,0.5916325,0.5916325
50.69,-147871.84233022283,11019510.0,0.5916792,0.5916792
50.7,-163881.40385220468,11003030.0,0.5917258,0.5917258
50.71,-179855.5400931884,10986590.0,0.5917724,0.5917724
50.72,-195790.7980179281,10970200.0,0.591819,0.591819
50.73,-211683.7329952675,10953850.0,0.5918657,0.5918657
50.74,-227530.9095427611,10937560.0,0.5919123,0.5919123
50.75,-243328.9020692716,10921320.0,0.5919589,0.5919589
50.76,-259074.29561550572,10905140.0,0.5920055,0.5920055
50.77,-274763.68659218284,10889030.0,0.592052,0.592052
50.78,-290393.6835157463,10872980.0,0.5920984,0.5920984
50.79,-305960.90774152614,10857000.0,0.5921447,0.5921447
50.8,-321461.99419405014,10841090.0,0.592191,0.592191
50.81,-336893.59209446784,10825250.0,0.5922371,0.5922371
50.82,-352252.36568483873,10809500.0,0.5922832,0.5922832
50.83,-367534.9949492483,10793830.0,0.5923291,0.5923291
50.84,-382738.17633145396,10778250.0,0.5923749,0.5923749
50.85,-397858.62344897294,10762760.0,0.5924205,0.5924205
50.86,-412893.0678035255,10747360.0,0.5924659,0.5924659
50.87,-427838.25948753627,10732050.0,0.5925112,0.5925112
50.88,-442690.96788667043,10716850.0,0.5925564,0.5925564
50.89,-457447.9823781117,10701750.0,0.5926012,0.5926012
50.9,-472106.1130246984,10686750.0,0.5926459,0.5926459
50.91,-486662.1912643734,10671870.0,0.5926905,0.5926905
50.92,-501113.0705951703,10657090.0,0.5927347,0.5927347
50.93,-515455.6272553114,10642440.0,0.5927787,0.5927787
50.94,-529686.7608985299,10627900.0,0.5928225,0.5928225
50.95,-543803.3952642387,10613480.0,0.592866,0.592866
50.96,-557802.4788424256,10599200.0,0.5929092,0.5929092
50.97,-571680.9855333901,10585030.0,0.5929522,0.5929522
50.98,-585435.9153018157,10571000.0,0.5929948,0.5929948
50.99,-599064.2948252907,10557110.0,0.5930372,0.5930372
51.0,-612563.1781370067,10543350.0,0.5930792,0.5930792
51.01,-625929.6472626115,10529740.0,0.5931209,0.5931209
51.02,-639160.8128509496,10516260.0,0.5931622,0.5931622
51.03,-652253.8147986173,10502930.0,0.5932032,0.5932032
51.04,-665205.822868254,10489760.0,0.593244,0.593244
51.05,-678014.0373003111,10476730.0,0.5932842,0.5932842
51.06,-690675.6894182728,10463860.0,0.5933241,0.5933241
51.07,-703188.0422271196,10451150.0,0.5933636,0.5933636
51.08,-715548.391005006,10438590.0,0.5934027,0.5934027
51.09,-727754.0638879052,10426200.0,0.5934415,0.5934415
51.1,-739802.4224471526,10413980.0,0.5934798,0.5934798
51.11,-751690.8622598153,10401920.0,0.5935176,0.5935176
51.12,-763416.8134716514,10390040.0,0.593555,0.593555
51.13,-774977.7413526366,10378330.0,0.593592,0.593592
51.14,-786371.1468448325,10366790.0,0.5936285,0.5936285
51.15,-797594.5671026821,10355440.0,0.5936646,0.5936646
51.16,-808645.5760253109,10344260.0,0.5937002,0.5937002
51.17,-819521.7847810062,10333270.0,0.5937353,0.5937353
51.18,-830220.8423235503,10322460.0,0.5937698,0.5937698
51.19,-840740.4359004895,10311840.0,0.5938039,0.5938039
51.2,-851078.2915530564,10301420.0,0.5938375,0.5938375
51.21,-861232.1746076589,10291180.0,0.5938705,0.5938705
51.22,-871199.8901590165,10281140.0,0.593903,0.593903
51.23,-880979.2835445746,10271300.0,0.593935,0.593935
51.24,-890568.2408102807,10261650.0,0.5939664,0.5939664
51.25,-899964.6891675259,10252210.0,0.5939972,0.5939972
51.26,-909166.5974412364,10242970.0,0.5940275,0.5940275
51.27,-918171.9765089257,10233930.0,0.5940571,0.5940571
51.28,-926978.8797306587,10225100.0,0.5940862,0.5940862
51.29,-935585.4033698721,10216490.0,0.5941146,0.5941146
51.3,-943989.6870048762,10208080.0,0.5941425,0.5941425
51.31,-952189.9139310198,10199880.0,0.5941697,0.5941697
51.32,-960184.3115533802,10191900.0,0.5941964,0.5941964
51.33,-967971.1517699594,10184140.0,0.5942224,0.5942224
51.34,-975548.7513452247,10176590.0,0.5942478,0.5942478
51.35,-982915.4722739535,10169260.0,0.5942726,0.5942726
51.36,-990069.7221353333,10162160.0,0.5942967,0.5942967
51.37,-997009.9544371716,10155270.0,0.5943202,0.5943202
51.38,-1003734.6689502008,10148610.0,0.594343,0.594343
51.39,-1010242.412032347,10142170.0,0.5943651,0.5943651
